Image,Name,Area µm^2,Num Positive,FITC: Mean,Exclude
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",,49767737.1,1829,894.2491,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Root,36514323.5,1812,1171.9432,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",root,16967792.3,885,1161.905,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",grey,15571379.8,813,1191.2981,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CH,15571379.8,813,1191.2981,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CNU,6192080.7,360,1105.6879,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PAL,329408.9,5,994.7692,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PALm,92316.8,3,941.2889,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MSC,92316.8,3,941.2889,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",NDB,92316.8,3,941.2889,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PALv,236308.5,2,1003.375,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SI,236308.5,2,1003.375,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STR,5862671.8,355,1113.4233,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",LSX,553964.3,113,1129.6705,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SH,59690.8,10,1413.6379,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",LS,494273.5,103,1093.1104,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",LSr,494273.5,103,1093.1104,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STRd,2408798.1,26,1076.0343,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CP,2408798.1,26,1076.0343,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STRv,2406454.3,130,1146.0566,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACB,1597917.5,112,1148.8375,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OT,808536.8,18,1143.7773,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTX,9379374.6,453,1247.2873,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXpl,8985726.2,437,1248.806,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Isocortex,8040914.5,368,1252.5596,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACA,1276039.9,61,1250.7823,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd,608727.7,19,1231.1125,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd6a,163389.5,10,1328.0779,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd6b,5981.7,0,1159.1429,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd1,102695.8,0,1147.8469,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd2/3,99039.2,1,1108.4674,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd5,237621.4,8,1269.2965,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv,667312.3,42,1264.5016,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv5,295614.2,30,1333.8022,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv2/3,129283.6,2,1340.008,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv6a,105245.3,9,1269.73,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv6b,15084.7,0,1023.25,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAv1,122084.6,1,1021.9913,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU,293869.3,15,1161.147,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU1,40012.9,0,705.3077,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU4,27366.8,8,1322.1154,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU2/3,106270,3,1227.4257,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU5,120219.6,4,1226.5526,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AI,1079998.2,36,1096.0264,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId,651019.7,20,1108.5455,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId6a,149289.2,5,1369.5423,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId6b,25803.7,0,1028.08,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId2/3,127983.4,0,1039.9421,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId5,301095,15,1082.5088,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId1,46848.4,0,668.1778,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv,428978.6,16,1075.2372,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv5,172366.5,4,1109.6108,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv6a,84698.9,3,1266.3375,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv2/3,131038.4,9,1037.6829,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv6b,2964.7,0,1075,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv1,37910.1,0,760.1579,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SS,1091463.8,174,1383.3165,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp,1091463.8,174,1383.3165,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-m,1090578,174,1387.734,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-m1,237642.8,0,935.1013,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-m2/3,436906.3,61,1368.1184,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-m4,193197.3,82,1817,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-m5,222831.7,31,1417.9252,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-ul,885.77,0,349.5,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SSp-ul1,885.77,0,349.5,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MO,4299543.2,82,1266.3658,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp,2966637,73,1294.7952,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp1,236866.9,1,861.5315,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp6a,1080527.2,41,1363.8006,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp6b,66738.6,0,842.127,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp5,789715,17,1353.996,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp2/3,792789.4,14,1327.6871,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs,1332906.2,9,1196.657,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs6b,17086.5,0,1084.0588,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs1,171367.5,0,829.1928,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs2/3,325651.2,5,1134.2078,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs6a,368734.4,1,1339.9632,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs5,450066.6,3,1263.2407,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",HPF,43576.8,2,1104.4762,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",HIP,43576.8,2,1104.4762,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",IG,43576.8,2,1104.4762,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OLF,901245,67,1221.235,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PIR,792015.2,60,1229.6649,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXsp,393648.5,16,1212.7798,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CLA,146688.6,8,1271.7793,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",EP,229158.8,8,1177.9095,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",EPd,229158.8,8,1177.9095,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VS,160192.8,69,1168.6774,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VL,160192.8,69,1168.6774,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SEZ,65408.4,0,979.1846,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",fiber tracts,1234524.8,3,786.0307,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",cm,147441.6,2,830.9085,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",In,147441.6,2,830.9085,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lotg,64963.6,0,825.1311,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lot,64963.6,0,825.1311,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",aco,82478,2,826.8333,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lfbs,919330.8,1,776.1705,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",cc,919330.8,1,776.1705,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ccg,635417.8,1,738.3827,0
"4635_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",fa,283913,0,842.6629,0
