Image,Name,Area µm^2,Num Positive,FITC: Mean,Exclude
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",,60562186.4,4384,1116.233,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Root,47347064.8,4345,1375.8502,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",root,23681690.7,2123,1365.0501,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",grey,20873586.3,2020,1362.9046,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CH,14675694.4,1333,1450.395,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CNU,2823858.8,264,1275.175,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PAL,578204.5,14,1083.0054,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PALd,371058.1,5,1105.7938,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GPi,210967.8,2,1069.37,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GPe,160090.3,3,1167.3007,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PALv,65454.2,0,1205.3016,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SI,65454.2,0,1205.3016,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STR,2245654.2,250,1324.1042,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",sAMY,1026231,218,1277.7835,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CEA,405177.7,51,1388.391,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CEAc,85916.5,8,1362.494,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CEAl,85707.5,20,1451.8353,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CEAm,233553.7,23,1366.5244,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",IA,71022.4,0,1238.9265,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MEA,550030.9,167,1206.4894,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STRd,1048486.9,31,1349.0675,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CP,1048486.9,31,1349.0675,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTX,11851835.6,1069,1491.7438,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXpl,10854732.7,1007,1515.8877,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",HPF,2279146.7,155,1359.0302,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",HIP,2277002.1,155,1358.9652,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",DG,702431.6,63,1489.8827,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",DG-sg,183725.4,10,1470.0173,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",DG-mo,442770.1,52,1541.1265,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",DG-po,75936.1,1,1296.3108,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CA,1553916.9,81,1309.3157,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CA1,1031180.9,28,1240.2638,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CA2,49350.7,4,1206.3478,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CA3,473385.4,49,1470.2035,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",FC,20653.6,11,1752.2105,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OLF,1531477.3,357,1207.5933,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",COA,270550.8,91,1127.0426,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",COAa,270550.8,91,1127.0426,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PAA,231571.9,17,1137.9911,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PIR,1014985.2,248,1245.842,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Isocortex,7044108.8,495,1631.5296,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PTLp,906568.3,65,2424.5279,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa,893871.6,65,2454.5171,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa6a,145713.7,15,3870.7836,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa5,230044.1,20,3440.0231,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa6b,23106,1,2193.6957,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa1,131981.7,9,1341.9756,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa4,107776.9,7,2011.699,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISa2/3,255249.3,13,1663.3237,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISrl,12696.7,0,1328.8182,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISrl1,8719.3,0,1289.75,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISrl2/3,3977.4,0,1523.2,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AI,529242.1,38,1115.2615,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp,529242.1,38,1115.2615,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp1,82334.6,0,1013,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp2/3,159639.2,20,1160.5455,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp6a,112540.4,8,1028.578,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp5,162906.1,10,1163.4679,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIp6b,11821.9,0,1112,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VIS,119534.5,3,1400.5175,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam,119534.5,3,1400.5175,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam6a,1997.8,0,1500,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam2/3,44823.3,3,1463.9286,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam1,32336.1,0,1167.4545,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam4,8576.8,0,1609.4,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISam5,31800.5,0,1524,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC,822271.9,25,1193.2529,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC5,256689.8,11,1213.302,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC2/3,190370.3,9,1266.3315,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC6b,18342.4,0,1078.2667,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC6a,185445.2,4,1179.4943,0
"4530_slide3.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",VISC1,116659,0,1067.5826,0
