Image,Name,Area µm^2,Num Positive,FITC: Mean,Exclude
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",,27698904.1,1754,814.9095,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Root,19659290.2,1726,1065.7839,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Root,19659290.2,1726,1065.7839,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",root,9493714.5,582,1118.466,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",grey,9253300.9,554,1124.4092,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CH,9253300.9,554,1124.4092,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTX,9253300.9,554,1124.4092,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXpl,9253300.9,554,1124.4092,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OLF,2616011.6,484,1012.4418,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AON,1575981.8,410,1143.4396,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",TT,3607.7,0,902.25,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",TTv,3607.7,0,902.25,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOB,777050.4,62,881.4041,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Isocortex,6637289.3,70,1168.2643,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACA,199235.8,0,1143.6243,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd,199235.8,0,1143.6243,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd1,58733,0,823.7895,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd2/3,59451.5,0,1266.2909,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd5,81051.3,0,1284.6923,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",FRP,124050.8,0,1432.7731,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",FRP6a,124050.8,0,1432.7731,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORB,2015240.7,16,1207.1913,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl,778489.5,4,1343.2132,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl2/3,172404.2,0,1170.5988,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl6a,97981.2,2,1450.9247,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl1,139641.1,0,1034.4737,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl5,368463,2,1517.1232,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm,520030,12,923.6844,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm6a,29547.4,0,1424.4828,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm2/3,120651.6,0,815.1062,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm1,141908.9,10,389.7704,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm5,227922.1,2,1233.1422,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl,716721.3,0,1274.0677,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl2/3,215879.1,0,1293.2647,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl1,158854.1,0,926.5762,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl6a,83097.8,0,1472.2533,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl5,258890.3,0,1393.1341,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL,543999.6,0,1214.5311,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL1,110078.5,0,934.5288,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL2/3,93456.9,0,1220.9091,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL6a,63133.1,0,1400.2373,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL5,277331.1,0,1277.6794,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AI,636170.1,10,1235.265,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId,577504.6,8,1271.5842,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId2/3,178051.5,8,1263.8225,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId5,302171.8,0,1301.0699,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId1,97281.3,0,1213.5111,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv,58665.5,2,935.0893,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv5,1104.9,0,1264.5,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv2/3,26281.7,2,935.625,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv1,31278.9,0,957.9375,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MO,3118592.3,44,1111.0014,0
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp,167.19,0,NaN,1
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp1,167.19,0,NaN,1
"4659_slide1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs,3118425.1,44,1111.0014,0
