Image,Name,Area µm^2,Num Positive,FITC: Mean,Exclude
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",,47238586.7,511,2041.1123,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Root,32950623.1,456,2839.7601,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",root,14305650.6,163,3071.9425,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",grey,13869093.1,162,3099.873,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CH,13869093.1,162,3099.873,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTX,13869093.1,162,3099.873,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXpl,13821222.3,162,3103.1562,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OLF,3996873.4,114,2907.302,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AON,1297993.3,95,3295.1698,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",DP,352795.8,1,2848.4358,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PIR,1014566.8,8,2574.3597,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",TT,758895.9,4,2702.7465,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",TTd,287814.2,2,3804.0444,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",TTv,471081.7,2,2016.1403,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Isocortex,9824348.9,48,3175.0567,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACA,633900.2,0,3461.7368,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd,633900.2,0,3461.7368,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd6a,118873,0,4020.3571,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd1,118293.3,0,1681.1455,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd2/3,129799.2,0,3828.9748,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd5,266934.7,0,3776.685,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA,803758.7,37,3485.9217,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA6a,266642,9,3680.3725,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA2/3,113869.4,2,3198.3153,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA6b,2365.6,0,3039,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA5,297534.7,24,3489.7875,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ILA1,123347,2,3426.3,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORB,1268402.9,1,3919.8284,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl,957857.4,0,3910.1802,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl2/3,196368.6,0,4080.8817,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl6a,226041.5,0,3877.6774,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl1,7487.9,0,5669.1429,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl6b,25148.4,0,3925.6,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBl5,502810.9,0,3841.916,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm,131743.3,1,4024.6855,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm6a,116512,1,4007.7364,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm6b,9951.8,0,4425.1,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBm5,5279.6,0,3520.2,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl,178802.2,0,3917.4345,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl2/3,4249.1,0,3890.5,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl6b,10373.5,0,4420.2,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl6a,83849.2,0,3939.4304,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ORBvl5,80330.5,0,3834.4737,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL,916766.6,7,3526.7792,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL6b,15057,0,3019.5,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL1,136776.8,1,2948.4963,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL2/3,123443.1,0,3571.6466,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL6a,296063.3,0,3598.7305,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PL5,345426.5,6,3761.8868,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AI,1256540.4,1,3096.1289,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId,892458,1,3375.5842,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId6a,225963.1,0,4205.5346,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId6b,1018.3,0,3320,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId2/3,187401.8,1,3640.4157,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId5,378549.2,0,3272.0028,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AId1,99525.7,0,1439.4211,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv,364082.4,0,2418.4928,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv5,132319.6,0,2555.3306,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv6a,6128.3,0,4195.8,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv2/3,125226,0,2536.265,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",AIv1,100408.5,0,2049.4545,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MO,4945039,2,2837.7898,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp,1738659.2,1,2971.3343,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp5,603270.6,0,3215.8752,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp2/3,792818.8,1,3287.4024,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOp1,342569.8,0,1819.0685,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs,3206351.4,1,2782.9321,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs1,376670.8,1,1128.8736,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs6b,18550.5,0,2962.7059,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs2/3,721103.5,0,1617.9401,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs6a,960588.8,0,3991.5082,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",MOs5,1129437.8,0,3063.8052,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXsp,47811,0,2190.9111,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",EP,47811,0,2190.9111,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",EPd,47811,0,2190.9111,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",fiber tracts,436417.4,1,2215.2405,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",cm,214565.6,0,994.7729,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",In,214565.6,0,994.7729,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",aco,87964.5,0,1280.6163,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lotg,126601.1,0,796.6555,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lot,126601.1,0,796.6555,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",lfbs,207754.5,1,3391.5354,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",cc,207754.5,1,3391.5354,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",fa,207754.5,1,3391.5354,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",mfbs,14097.3,0,3299.9333,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",mfbc,14097.3,0,3299.9333,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",cing,14097.3,0,3299.9333,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",root,18644973.2,293,2658.0622,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",grey,17290027.5,292,2741.5513,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CH,17290027.5,292,2741.5513,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CNU,2426525.1,22,2316.1652,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PAL,83767.9,1,1526.2375,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",PALv,83767.9,1,1526.2375,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",SI,83767.9,1,1526.2375,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STR,2342775.1,21,2344.6515,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STRd,962287.4,2,1786.4295,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CP,962287.4,2,1786.4295,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",STRv,1228531,17,2797.0627,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACB,607580.9,13,2841.3746,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",OT,620950,4,2755.3074,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTX,14813498.9,270,2805.9731,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",CTXpl,14239261.6,265,2806.8718,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",Isocortex,10596183.5,96,2783.6144,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACA,687115.6,1,2357.255,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd,687115.6,1,2357.255,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd6a,157843.3,0,3740.6242,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd6b,3093.3,1,3236.6667,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd1,126085.8,0,1168.8361,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd2/3,129406.9,0,2071.626,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",ACAd5,270686.2,0,2292.9881,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU,445378.2,0,2845.9905,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU1,55989.9,0,2008.1111,0
"1001_1.vsi - 10x_DAPI, FITC, TRITC, Cy5_01",GU6a,25683.4,0,3885.68,0
