Acronym,Brain Region,Level_0,Level_1,Level_2,Level_3,Level_4,Level_5,Level_6,Level_7,Level_8,Level_9,mouse_id,density
DR,Dorsal nucleus raphe,root,Basic cell groups and regions,Brain stem,Midbrain,"Midbrain, behavioral state related",Midbrain raphe nuclei,Dorsal nucleus raphe,,,,4527,302.85
NLL,Nucleus of the lateral lemniscus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Nucleus of the lateral lemniscus,,,,4527,92.04
PSV,Principal sensory nucleus of the trigeminal,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Principal sensory nucleus of the trigeminal,,,,4527,14.77
KF,Koelliker-Fuse subnucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Parabrachial nucleus,Koelliker-Fuse subnucleus,,,4527,35.37
POR,"Superior olivary complex, periolivary region",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, periolivary region",,,4527,156.58
SOCm,"Superior olivary complex, medial part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, medial part",,,4527,35.08
SOCl,"Superior olivary complex, lateral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, sensory related",Superior olivary complex,"Superior olivary complex, lateral part",,,4527,30.13
B,Barrington's nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Barrington's nucleus,,,,4527,502.57
DTN,Dorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Dorsal tegmental nucleus,,,,4527,205.1
PDTg,Posterodorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Posterodorsal tegmental nucleus,,,,4527,224.27
PCG,Pontine central gray,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Pontine central gray,,,,4527,226.41
PG,Pontine gray,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Pontine gray,,,,4527,764.92
PRNc,"Pontine reticular nucleus, caudal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related","Pontine reticular nucleus, caudal part",,,,4527,42.25
SG,Supragenual nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Supragenual nucleus,,,,4527,45.05
SUT,Supratrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Supratrigeminal nucleus,,,,4527,50.84
TRN,Tegmental reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Tegmental reticular nucleus,,,,4527,352.71
V,Motor nucleus of trigeminal,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Motor nucleus of trigeminal,,,,4527,20.8
P5,Peritrigeminal zone,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Peritrigeminal zone,,,,4527,25.76
Acs5,Accessory trigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Accessory trigeminal nucleus,,,,4527,54.87
PC5,Parvicellular motor 5 nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Parvicellular motor 5 nucleus,,,,4527,158.97
I5,Intertrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, motor related",Intertrigeminal nucleus,,,,4527,20.26
CS,Superior central nucleus raphe,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Superior central nucleus raphe,,,,4527,153.98
LC,Locus ceruleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Locus ceruleus,,,,4527,181.19
LDT,Laterodorsal tegmental nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Laterodorsal tegmental nucleus,,,,4527,458.31
NI,Nucleus incertus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Nucleus incertus,,,,4527,438.22
PRNr,Pontine reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Pontine reticular nucleus,,,,4527,51.05
RPO,Nucleus raphe pontis,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Nucleus raphe pontis,,,,4527,193.47
SLC,Subceruleus nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Subceruleus nucleus,,,,4527,78.44
SLD,Sublaterodorsal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Pons,"Pons, behavioral state related",Sublaterodorsal nucleus,,,,4527,306.28
AP,Area postrema,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Area postrema,,,,4527,
DCO,Dorsal cochlear nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Cochlear nuclei,Dorsal cochlear nucleus,,,4527,85.55
VCO,Ventral cochlear nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Cochlear nuclei,Ventral cochlear nucleus,,,4527,47.08
CU,Cuneate nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Dorsal column nuclei,Cuneate nucleus,,,4527,
ECU,External cuneate nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",External cuneate nucleus,,,,4527,
NTB,Nucleus of the trapezoid body,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Nucleus of the trapezoid body,,,,4527,47.46
NTS,Nucleus of the solitary tract,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Nucleus of the solitary tract,,,,4527,
SPVC,"Spinal nucleus of the trigeminal, caudal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, caudal part",,,,4527,
SPVI,"Spinal nucleus of the trigeminal, interpolar part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, interpolar part",,,,4527,
SPVO,"Spinal nucleus of the trigeminal, oral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related","Spinal nucleus of the trigeminal, oral part",,,,4527,8.71
Pa5,Paratrigeminal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, sensory related",Paratrigeminal nucleus,,,,4527,
VI,Abducens nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Abducens nucleus,,,,4527,22.46
VII,Facial motor nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Facial motor nucleus,,,,4527,0.42
ACVII,Accessory facial motor nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Accessory facial motor nucleus,,,,4527,0.0
AMBd,"Nucleus ambiguus, dorsal division",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus ambiguus,"Nucleus ambiguus, dorsal division",,,4527,
AMBv,"Nucleus ambiguus, ventral division",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus ambiguus,"Nucleus ambiguus, ventral division",,,4527,
DMX,Dorsal motor nucleus of the vagus nerve,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Dorsal motor nucleus of the vagus nerve,,,,4527,
GRN,Gigantocellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Gigantocellular reticular nucleus,,,,4527,22.92
ICB,Infracerebellar nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Infracerebellar nucleus,,,,4527,
IO,Inferior olivary complex,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Inferior olivary complex,,,,4527,
IRN,Intermediate reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Intermediate reticular nucleus,,,,4527,5.68
ISN,Inferior salivatory nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Inferior salivatory nucleus,,,,4527,
LIN,Linear nucleus of the medulla,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Linear nucleus of the medulla,,,,4527,
LRNm,"Lateral reticular nucleus, magnocellular part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Lateral reticular nucleus,"Lateral reticular nucleus, magnocellular part",,,4527,
LRNp,"Lateral reticular nucleus, parvicellular part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Lateral reticular nucleus,"Lateral reticular nucleus, parvicellular part",,,4527,
MARN,Magnocellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Magnocellular reticular nucleus,,,,4527,26.53
MDRNd,"Medullary reticular nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Medullary reticular nucleus,"Medullary reticular nucleus, dorsal part",,,4527,
MDRNv,"Medullary reticular nucleus, ventral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Medullary reticular nucleus,"Medullary reticular nucleus, ventral part",,,4527,
PARN,Parvicellular reticular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parvicellular reticular nucleus,,,,4527,34.19
PAS,Parasolitary nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parasolitary nucleus,,,,4527,
PGRNd,"Paragigantocellular reticular nucleus, dorsal part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Paragigantocellular reticular nucleus,"Paragigantocellular reticular nucleus, dorsal part",,,4527,
PGRNl,"Paragigantocellular reticular nucleus, lateral part",root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Paragigantocellular reticular nucleus,"Paragigantocellular reticular nucleus, lateral part",,,4527,0.0
NR,Nucleus of Roller,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Perihypoglossal nuclei,Nucleus of Roller,,,4527,
PRP,Nucleus prepositus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Perihypoglossal nuclei,Nucleus prepositus,,,4527,
PPY,Parapyramidal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Parapyramidal nucleus,,,,4527,15.57
LAV,Lateral vestibular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Vestibular nuclei,Lateral vestibular nucleus,,,4527,0.0
MV,Medial vestibular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Vestibular nuclei,Medial vestibular nucleus,,,4527,22.34
SPIV,Spinal vestibular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Vestibular nuclei,Spinal vestibular nucleus,,,4527,
SUV,Superior vestibular nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Vestibular nuclei,Superior vestibular nucleus,,,4527,26.15
x,Nucleus x,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus x,,,,4527,
XII,Hypoglossal nucleus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Hypoglossal nucleus,,,,4527,
y,Nucleus y,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, motor related",Nucleus y,,,,4527,
RM,Nucleus raphe magnus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, behavioral state related",Nucleus raphe magnus,,,,4527,140.09
RPA,Nucleus raphe pallidus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, behavioral state related",Nucleus raphe pallidus,,,,4527,723.24
RO,Nucleus raphe obscurus,root,Basic cell groups and regions,Brain stem,Hindbrain,Medulla,"Medulla, behavioral state related",Nucleus raphe obscurus,,,,4527,
LING,Lingula (I),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Lingula (I),,,,,4527,
CENT2,Lobule II,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Central lobule,Lobule II,,,,4527,14.62
CENT3,Lobule III,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Central lobule,Lobule III,,,,4527,86.45
"CUL4, 5",Lobules IV-V,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Culmen,Lobules IV-V,,,,4527,24.63
DEC,Declive (VI),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Declive (VI),,,,,4527,
FOTU,Folium-tuber vermis (VII),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Folium-tuber vermis (VII),,,,,4527,
PYR,Pyramus (VIII),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Pyramus (VIII),,,,,4527,
UVU,Uvula (IX),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Uvula (IX),,,,,4527,
NOD,Nodulus (X),root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Vermal regions,Nodulus (X),,,,,4527,
SIM,Simple lobule,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Simple lobule,,,,,4527,24.86
ANcr1,Crus 1,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Ansiform lobule,Crus 1,,,,4527,13.79
ANcr2,Crus 2,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Ansiform lobule,Crus 2,,,,4527,0.0
PRM,Paramedian lobule,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Paramedian lobule,,,,,4527,
COPY,Copula pyramidis,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Copula pyramidis,,,,,4527,0.0
PFL,Paraflocculus,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Paraflocculus,,,,,4527,9.49
FL,Flocculus,root,Basic cell groups and regions,Cerebellum,Cerebellar cortex,Hemispheric regions,Flocculus,,,,,4527,48.81
FN,Fastigial nucleus,root,Basic cell groups and regions,Cerebellum,Cerebellar nuclei,Fastigial nucleus,,,,,,4527,
IP,Interposed nucleus,root,Basic cell groups and regions,Cerebellum,Cerebellar nuclei,Interposed nucleus,,,,,,4527,
DN,Dentate nucleus,root,Basic cell groups and regions,Cerebellum,Cerebellar nuclei,Dentate nucleus,,,,,,4527,0.0
VeCB,Vestibulocerebellar nucleus,root,Basic cell groups and regions,Cerebellum,Cerebellar nuclei,Vestibulocerebellar nucleus,,,,,,4527,
FRP,"Frontal pole, cerebral cortex",root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,"Frontal pole, cerebral cortex",,,,4528,79.24
MOp,Primary motor area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Somatomotor areas,Primary motor area,,,4528,51.89
MOs,Secondary motor area,root,Basic cell groups and regions,Cerebrum,Cerebral cortex,Cortical plate,Isocortex,Somatomotor areas,Secondary motor area,,,4528,41.53
